cart_id	mail	product_id
25437021601.0	f82ec207b2	817413068583.0
204673049308.0	41a900f3aa	904178533622.0
479874333526.0	05d5dbd821	664002304871.0
864810198571.0	f13b3b6165	405995317016.0
1027492933079.0	3be948b39e	939709923021.0
1000400880585.0	54669c982f	243604955135.0
1093427897134.0	a600201a54	201937697223.0
646920048529.0	a9430b2f74	1088636340490.0
735407622181.0	55f234d038	784672013985.0
92803589708.0	628f70d67b	431856135238.0
861560800732.0	2cec94d7ee	788976599940.0
194016707984.0	972bee8dad	460310114113.0
367221315719.0	a6221090ec	560058405896.0
929388986576.0	5e2b0eaa63	419489958521.0
340503264470.0	31f925eb80	325640942189.0
53908555931.0	a079e60491	722902686936.0
1009375401943.0	088932c74d	210649493490.0
146194313406.0	549f0d0a42	528171855395.0
614650531169.0	6245c3a163	395576491373.0
1016577436415.0	d9d6898154	781635147461.0
648749672216.0	86fe6fef3e	680256543277.0
1092300589316.0	c4a2a952bb	549037907373.0
623730168302.0	423b3e1cde	240795111470.0
931255436976.0	6098ec1ee4	127529735565.0
1029863842773.0	efab57a593	806422501440.0
925342325205.0	9687e73c9c	294904150920.0
331721349450.0	b672d470be	966814896495.0
47741794375.0	e3df878f15	644731234276.0
759593368933.0	c974eaed50	966756706965.0
707086183385.0	7804b457a3	990220110839.0
829212605055.0	fa1438bcd8	272726052943.0
662993696492.0	3d500490ba	391116513014.0
422045431891.0	7da6abb368	272792481166.0
888789421832.0	b56794a825	1061405640770.0
90820371659.0	2613edcd00	253708798927.0
394227202442.0	5bcb494ff9	95056776848.0
431239105385.0	47f5a35132	260890792514.0
998162866868.0	7cb18052e9	889232857525.0
635375242634.0	2ad27f31b6	912112680854.0
269588875994.0	9f58b34b8f	232498986630.0
369969240495.0	f19b2cea42	728558232208.0
706529450375.0	6a270f25b2	756641848457.0
200721975073.0	de631e3a1f	17015511870.0
658317355639.0	a079e60491	387628121720.0
373687928972.0	5fdc8af089	464772224105.0
520129284432.0	13128cd777	762271264001.0
667636113500.0	35107a176d	846200114003.0
41689089162.0	e362406e1c	737487290344.0
1092300589316.0	c4a2a952bb	702120215581.0
1009375401943.0	088932c74d	421583888035.0
326860660175.0	f875160f8b	761206968013.0
937002126386.0	8c8efe2778	664918267149.0
256189831846.0	0f1bd4c8bb	423475002918.0
141680218979.0	11df833fe8	1091941123798.0
845819622468.0	fc08e92c45	727390936678.0
130571003635.0	a086311081	991647232074.0
321771223517.0	fc84e1ab99	116577942575.0
598102451868.0	db208345a3	942698119873.0
270478399332.0	2cd7aa9a3e	1043777478397.0
647571094037.0	a079e60491	664171480103.0
615799784638.0	a84b83552e	430506895420.0
5672371220.0	2ce794a618	592296167250.0
191546129048.0	a4b3f6c36e	813136787863.0
243131247220.0	2273f8bf99	1021903977017.0
622648381529.0	f4b67a8f9b	923870332645.0
650215967350.0	f4ef7aebc7	828684503635.0
107700254341.0	e4b3b72c50	700201788483.0
1059646452822.0	ee1106a374	200487446756.0
197425552745.0	ae3290ecad	326235433891.0
992166199520.0	010ca1f93f	844073328082.0
481435913034.0	eadd85eb0a	859134703301.0
641148779245.0	e551e9f7c9	678352660957.0
241212660762.0	a351723484	946841370255.0
172541391392.0	6feeed7ea6	830944265224.0
697464642772.0	135da13089	281714359277.0
171870043139.0	77e69cc9ee	875513727147.0
880551629302.0	261c8b3225	307152078434.0
191462888056.0	f7c91af761	625604178882.0
309109376179.0	9169ca6d5a	62194985493.0
123387409814.0	1a603730ea	112516230081.0
717039679636.0	b56794a825	528393781318.0
766850303670.0	dd935fc3ef	786172077586.0
543041905717.0	916d86a388	369709777516.0
697195448960.0	c6cb40ecbc	592362012410.0
274175635600.0	aac24d780e	284611087103.0
657603376246.0	ec03892348	120920831197.0
995556335539.0	3eb08bd820	314048090423.0
1040406363862.0	f4020f6f11	895923601623.0
743366533363.0	549f0d0a42	731580719917.0
326860660175.0	f875160f8b	331470789989.0
285386687395.0	11fb1d20c5	135560704277.0
220996423373.0	0f612d2457	300385167258.0
107833550361.0	963ba2ab76	604525547506.0
309109376179.0	9169ca6d5a	903489797489.0
597532020.0	a600201a54	706677195435.0
565237835933.0	66f2e500b8	173151019592.0
366870815337.0	dcdf472178	813488232862.0
213155368893.0	a984cbf743	147280216411.0
992919168669.0	7cb18052e9	747052783356.0
476052861439.0	7d7e5a5ed0	362156763836.0
28378239107.0	c1d25a9bda	241342701830.0
1015086804956.0	a079e60491	516737762775.0
1034200744793.0	dd1f59a282	967234912548.0
727882567709.0	8ce24b0204	391972075794.0
209159668964.0	9bc430ab3d	937087278352.0
773452071328.0	3e736a8808	35526073005.0
769626740808.0	200be2e853	115427264597.0
758933237618.0	3bf3451698	537522535028.0
656430129034.0	d3edf3a63f	105776009332.0
294675572036.0	5d875e333c	10664867149.0
366824792257.0	7e6ce12da2	862780571562.0
965853119373.0	423b3e1cde	391097311350.0
623949492952.0	db208345a3	1511221877.0
362578957140.0	95037ad258	831489064193.0
392394535498.0	082edcf184	771402154271.0
186699418890.0	e55964238c	620547288869.0
105998904700.0	97fc8b8be2	856682966060.0
751410243961.0	16b039def5	503601904501.0
229973069874.0	c4b8e85383	672135363577.0
917204025175.0	07d58257ea	1079677736156.0
11465335248.0	9687e73c9c	68334505450.0
134007244024.0	0efcecd257	564800248062.0
478643112685.0	c967bff137	125860188713.0
820038757026.0	c503cea0d1	147280216411.0
878144984507.0	7ee395894c	953929717684.0
65179457592.0	cdc922f254	473879500188.0
707199629890.0	ebdbb5d335	1081939868806.0
1010746879465.0	4f6b98c818	602643005161.0
433336191206.0	a3c40c5877	805803195575.0
327392322289.0	c2e5830466	1888516442.0
474543093157.0	e246d8354e	1031250894044.0
769881682974.0	2d7710d4ce	975096317545.0
750421355714.0	823c7c471f	1053666345575.0
679808921959.0	5d235fd3ee	356824122998.0
692970076739.0	3875d4a902	156038411779.0
898425633251.0	428a516da5	796350317176.0
201022032078.0	1388b95898	134186590905.0
784215814517.0	1e888bf311	816481424188.0
531187447010.0	6e92a648ed	726567984149.0
367027132876.0	480b09cb71	416242968137.0
834239353059.0	477574d614	911042575958.0
780855322958.0	0685c1ab18	512252590898.0
561226770403.0	6b55ffd969	81571241505.0
601074671922.0	0ba119f232	502359843535.0
821817729704.0	a66e12c511	480970339424.0
77137527714.0	8833f81692	380123448267.0
371074257114.0	9801fa8d0d	1072289951283.0
487984662473.0	396f693cdb	443622620690.0
804905832403.0	e592749ea2	974560408836.0
472923969191.0	1b77a8b538	224556319984.0
703829956962.0	3dafdb4ffb	89046655065.0
552611957619.0	7ae959c3f2	789928182115.0
629412433559.0	7001b46dea	134186590905.0
212871907387.0	f5a20dd27c	997502054393.0
213785492033.0	a87db6b248	77066764507.0
1061444729287.0	a6fcc5daf0	1043180723997.0
633573937727.0	0ee4970625	128059275722.0
468359320656.0	801e29cba3	865797639754.0
780741321116.0	2d69fa7935	442329168804.0
892321321146.0	b56794a825	33399424333.0
225585297744.0	93d889e86f	199051923395.0
894604049961.0	702bd540fb	362344180554.0
870398959234.0	633898098d	563402740105.0
885386519373.0	7cb18052e9	754960771943.0
1053967970747.0	3dbfd216b7	684249941140.0
566680214406.0	56f6d9970c	1000375838348.0
1094180419610.0	97e2139642	94447033418.0
742886444177.0	b94926967d	641059820957.0
77208774183.0	ea5c99efd5	801425752566.0
510212107337.0	79500c1f4b	75991938529.0
758249324587.0	2524f7b927	68749318688.0
815827189535.0	c0ed4a961d	798276747563.0
766346337931.0	619c5b0539	324207707736.0
957816819381.0	e73b58158c	328365333184.0
868643195410.0	f0e5bfe3d5	759015166922.0
974514610573.0	f8878fe11c	755119789455.0
1067327146028.0	e592749ea2	753445919624.0
809149064346.0	66b241c4b2	470603081500.0
861701003730.0	71e43575cc	804339689195.0
273107851872.0	5949e58936	157690406303.0
950152671172.0	d95ded20e5	662571053742.0
298141237381.0	e810bcd4ab	1006958640630.0
238767911752.0	d61f08e4f5	954930607970.0
926084777870.0	1bff5c2255	382346822103.0
612305265910.0	7c80bf2109	451763438829.0
62070801042.0	64862e6426	209585145405.0
1067327146028.0	e592749ea2	335225224764.0
388195442252.0	7cb18052e9	160299695216.0
299591867851.0	49ca17e71d	814312526862.0
770095858215.0	aabba4b746	31599157133.0
869909344050.0	e9ad288e2f	314630121547.0
431116920450.0	96a6c6abec	213527404945.0
1074531902263.0	878c797bff	473581372341.0
57389635481.0	d9d48d5785	770818388066.0
431239105385.0	47f5a35132	720193417992.0
518209350276.0	a46c734c06	884346724464.0
217867555621.0	7e4e8d3a08	303255685362.0
1027284762589.0	174acc9274	45823398805.0
838349003032.0	8a09abace6	468504480806.0
826961673945.0	fd3a58809d	971122026481.0
130908170281.0	6027b88927	690050494412.0
19310067177.0	34581bf3f2	18281327119.0
156602092002.0	7cb18052e9	1003396186907.0
763969481937.0	d058f1424a	820634204319.0
844462475875.0	8456f2019e	983070964584.0
149814785409.0	c0b73e1f50	646475526593.0
30732697913.0	2613edcd00	659447191210.0
206098179306.0	975771ea48	597201551950.0
424419102704.0	2613edcd00	692048577516.0
802037806311.0	d547da7e66	673446666777.0
1066508458322.0	d7cb6f1aa3	990948763990.0
1049364933680.0	93d889e86f	335270758371.0
667849856498.0	1bfd899be0	483419814594.0
732090014059.0	320bff1d09	739379928475.0
961561228205.0	3eb08bd820	583026502288.0
6372038365.0	8ee1bed6e8	595088784734.0
227025685859.0	712d9205bf	451800378800.0
446138261801.0	bdd1aebd70	213165814852.0
551000827183.0	b35fdd7ea6	249064897409.0
117396299007.0	99e3858db0	384598433256.0
304224235847.0	62820c6487	483023537219.0
134415405848.0	6a270f25b2	547824119497.0
651814716370.0	37cf8a2ede	381032132054.0
331721349450.0	b672d470be	487436887457.0
172568875576.0	f23ab1a49c	469896632790.0
701460950999.0	114ce836f4	1087014856709.0
877146577760.0	e509d46e53	1094044155717.0
265420265712.0	748944945b	955819757067.0
240358854276.0	abcfd23380	30957127410.0
754045988185.0	27f15f3d3a	1035399724804.0
647607238167.0	234966dce5	237354943185.0
514471218719.0	da90e1a766	312634290443.0
156607042720.0	9baf7fc1a9	194578703393.0
1014186489909.0	167c0e7ba3	1068762916794.0
359599869751.0	a6ba00dd78	551143691582.0
967133549449.0	6c91142c9d	654669560362.0
123804081542.0	f059e2d0ae	346670833943.0
238303437059.0	f723e8c029	1048810862876.0
735486655029.0	3dafdb4ffb	398271281599.0
886135816858.0	590d4ab051	196071171216.0
336741009999.0	f01aa4abbe	967497288451.0
1031207990426.0	25ccc5c5cc	874886344044.0
1084097347184.0	69ea8eb5d0	543539192053.0
269232504597.0	6bfcecde1a	1006050131014.0
846711481013.0	8b20007471	1950129233.0
64662746251.0	060b11e5b2	708061352117.0
945971673218.0	b0b2214a75	72989343704.0
826961673945.0	fd3a58809d	69558678548.0
238976118935.0	15774fda36	287486435900.0
615223132831.0	4102e1ea1b	7426200900.0
1092165016451.0	409cf01a7a	642212310265.0
958346107264.0	7bfa7a4c06	830774076011.0
648501884149.0	423b3e1cde	967292396462.0
356096635503.0	5bcb494ff9	436757038717.0
431984066719.0	8b970a1217	801732553847.0
298262770665.0	fa3ad5cc22	329451065184.0
232550614932.0	680d0105fb	722657048493.0
483939928487.0	7be96e6adb	90423239660.0
820746669325.0	6bb792b6b7	768099028243.0
328594206478.0	4ca63e75a8	246325616094.0
1086777259928.0	df5e780678	765510739177.0
227863407238.0	08b394dc3a	567297051647.0
974755628691.0	3d85f30f75	920295654246.0
869514879825.0	53f51e2a9c	629469904000.0
505804085485.0	9d4462b48f	1091760490923.0
159501588391.0	fcdba8c43f	1094770222925.0
99116575279.0	7cb18052e9	39196160387.0
992270528801.0	7e3b3b7b36	789438501235.0
705558993740.0	e592749ea2	658090969960.0
857523908289.0	f5bb6c0e1e	462305859663.0
282111820978.0	e0465258ef	661571502273.0
247607884573.0	103971ce54	627563404001.0
892541790372.0	760adcef05	890748125973.0
218611207774.0	b7197c5f23	848674340741.0
646434778371.0	07179f27a1	1028939116597.0
600472300347.0	75fe04580d	628577756317.0
49963782109.0	6f88f6bfaa	1011845848190.0
677340006639.0	a4a32460b7	661344742415.0
697417001957.0	7be9177fc6	268592149722.0
281904624786.0	7d1e06d72d	689268312174.0
232550614932.0	680d0105fb	909913110363.0
123804081542.0	f059e2d0ae	493139508430.0
719197737635.0	2cb2826f8e	346515188376.0
330250631125.0	64b3f2e528	9348743260.0
1038702961648.0	c631ca797b	533362943621.0
62567668236.0	28a5adc16e	574797517404.0
128433861455.0	7ff5cfc4ef	766618705057.0
515811026315.0	96a6c6abec	705545635886.0
209408493811.0	c174e921b1	631769493986.0
434331452255.0	77bfa2b958	331691991422.0
327500711070.0	16274267fb	732241199807.0
12961351984.0	cbb656a766	232737916973.0
64192053177.0	0df3cf181a	972899278124.0
675956441755.0	af4e048d69	895834087810.0
383953835269.0	84e6f6b1b3	476517964289.0
308082715201.0	b841bb36b8	505799282538.0
355500651945.0	5dcc509307	261314367807.0
658317355639.0	a079e60491	156712806352.0
962621088036.0	2c560870f2	773456782550.0
557211728125.0	5dcc509307	708443185617.0
713987558993.0	6977d23652	104179989688.0
1046631554886.0	cd61ca1dc8	616231923311.0
312597211894.0	7cb18052e9	1071173245734.0
706037519397.0	a079e60491	37201121235.0
869911344172.0	cdb0221d32	888172637502.0
336306410218.0	082edcf184	443256972781.0
279046291534.0	b535cec50f	1008720669686.0
804905832403.0	e592749ea2	640651278296.0
974665076733.0	82cdbde4da	907484826919.0
780741321116.0	2d69fa7935	378583219535.0
27806483535.0	7cb18052e9	104452134206.0
171676120239.0	b9bf7112af	557410795868.0
630697922167.0	7dbe9f3e8a	1069628623587.0
401839797152.0	8a4869b16d	1045491977629.0
184396996089.0	3f3148ec53	570579698447.0
184505376536.0	5bd4aae381	134077838938.0
854549945960.0	9d4462b48f	948517092695.0
855805210104.0	4689091c4e	267312403483.0
29103381285.0	387b8489ce	662464182662.0
263400511708.0	ab84c7bcd3	814071787058.0
612415727328.0	914c5f62a1	844218574591.0
703829956962.0	3dafdb4ffb	169197110649.0
238138990915.0	db53e3b72f	529351087347.0
782336834343.0	eeaabc4cc4	708760135289.0
413539056019.0	81ae497060	955197267308.0
410491930999.0	b5d07123ad	701069602054.0
883328700091.0	ecb33c6420	706349477042.0
182200389727.0	3f3148ec53	245732090179.0
981508599089.0	25331c4189	452619971711.0
811124134349.0	32ea5ebc82	581407268277.0
1092300589316.0	c4a2a952bb	968340243627.0
497433240751.0	5be1c2c498	1064498103668.0
1036370544991.0	f896509506	1026957077488.0
446799597478.0	3a24c42894	394613791032.0
545812773631.0	f2264c8fcc	773689522387.0
832055434634.0	bffbd40f8b	408183545628.0
646920048529.0	a9430b2f74	163361167241.0
345220161017.0	33be2cc7eb	448461585054.0
922592787214.0	fbba18a5ca	240141570976.0
1012068930780.0	67b421fa7e	552638656344.0
964075063045.0	a690ea1b23	978891197772.0
130571003635.0	a086311081	253917831824.0
876412295691.0	e2e1f154d8	174734802270.0
732865760402.0	b0ab929d0e	620711167935.0
883328700091.0	ecb33c6420	730831644808.0
643613914796.0	9687e73c9c	444996325378.0
245792654044.0	bc4bb3c758	290935622559.0
896604558205.0	e8951adc7f	511082134909.0
22327636167.0	50d95b6796	451407186289.0
131269458269.0	957185dbc7	896093330548.0
993295643725.0	f55680ce61	782427099236.0
996106555961.0	97fc8b8be2	803824130307.0
577839602055.0	aeed15e9d7	105080630965.0
227863407238.0	08b394dc3a	457670000904.0
331639043406.0	f9e91c0735	315646149441.0
315020039940.0	c2f4f79769	892887219032.0
781050967286.0	94285dbdfd	1068812148705.0
140840172908.0	a045337233	499023022385.0
829802566952.0	7cb18052e9	40940525782.0
249676384163.0	0fea4201c4	294906016686.0
297251815833.0	7cb18052e9	932243842849.0
74418287050.0	de06151299	340463415902.0
102940633592.0	ff46bf8f6b	1013996087258.0
713132941811.0	fe4e24aabc	754888941150.0
1080277680016.0	7057a024fa	783640808008.0
543067639566.0	4c18cddfec	468461037000.0
478375344976.0	614c1894f0	525430128827.0
870601297532.0	1d648e0e43	307122953886.0
445602753094.0	b6d716b72a	204220432460.0
320792376206.0	b80eea1ab7	336472200142.0
966694531900.0	65810720e4	34134807529.0
204343661668.0	6794a4be6f	827698394006.0
567582210261.0	1b853b0a62	10051577190.0
271753667391.0	08d50e75a5	452802564195.0
747235044155.0	5f5c829125	1087132804018.0
409638655128.0	aeed15e9d7	616415277083.0
773241486309.0	b9fbd16f03	168038903444.0
522473516727.0	0ac41e00f0	580914998431.0
828174612588.0	6a270f25b2	88159157370.0
576830569029.0	b56794a825	1053635965732.0
405240408474.0	d0d13cbcbd	330496116888.0
675663136727.0	bc9baad9e9	594675045995.0
549671746241.0	fd3e0b3f5d	451261964296.0
815109674985.0	3f2807eda5	8535366334.0
948052800020.0	aaed890b1b	457711841206.0
204081589525.0	b035c33884	11898646444.0
845208947971.0	7450571ea4	60279718334.0
878144984507.0	7ee395894c	148975171488.0
1029467531159.0	6b98324083	666819714642.0
811124134349.0	32ea5ebc82	222994778549.0
934512681940.0	f65b99bb6b	343338752752.0
407466341859.0	1e1b1fd145	1003615643838.0
277099463659.0	517c479043	443168994807.0
224288283538.0	f84c951124	149976234647.0
388455400123.0	8104615852	927166568362.0
171676120239.0	b9bf7112af	45896388575.0
1019834120556.0	4ddbd2b24e	953667043693.0
696152273555.0	8aded5ce46	448601495274.0
407907886018.0	40b91af4b9	847091233319.0
374103448782.0	0bcfb54385	898186244328.0
934445378365.0	6a270f25b2	139866767242.0
520546345710.0	171521dff4	573826420056.0
718560434242.0	d3edf3a63f	1053781500524.0
923573898898.0	e00abcd5c7	57073018205.0
883328700091.0	ecb33c6420	1052699461866.0
102991198956.0	6b98324083	473027318360.0
877482940989.0	516e2e745c	581161809627.0
992919168669.0	7cb18052e9	425586318123.0
508808345471.0	7cdec69f2f	887774844673.0
27806483535.0	7cb18052e9	192568315921.0
174007439078.0	babd71ddb4	860659084444.0
83434613366.0	abe4132f49	858315430116.0
840740805680.0	cd552e4497	1029069637374.0
486788936733.0	7cdf5de1c8	722062612082.0
125594908287.0	624638ff91	884530281049.0
728794248470.0	a079e60491	631390444646.0
374963528790.0	76fd2040e8	636676093053.0
924347081139.0	1c82a00ea1	938566322001.0
128124444949.0	e600c0d728	467252845035.0
221730731343.0	9cf9ef0e49	293028654521.0
945148536625.0	011678e1fc	638151924435.0
727877652759.0	98883eab73	441484434627.0
805708398007.0	a4dd26a6e2	871889312065.0
1021034590625.0	a88eb7089f	350702744684.0
1095781510744.0	9d8ade2b1d	625410075143.0
672007280027.0	a079e60491	333839752921.0
780741321116.0	2d69fa7935	357923698158.0
127957764996.0	fd3a58809d	738383500482.0
960799289255.0	7b5f194feb	606154513279.0
80579500244.0	535625b4af	319800977162.0
4678504148.0	36dc762c1f	945585378516.0
392394535498.0	082edcf184	707544524602.0
465078256958.0	cb5c5795ca	991783857652.0
148999365413.0	e5e4fc88e1	121231373430.0
1087527128290.0	fed052fc2c	406863747533.0
514441167240.0	e112ee40cc	47103688064.0
190215046526.0	7bc956723e	296844706812.0
492112450735.0	ea275280a2	339780685362.0
122316870172.0	b6a61b7f08	243305402262.0
1015086804956.0	a079e60491	1030012507751.0
756449798215.0	7382042ec4	766818036880.0
391874560210.0	ebede4adf8	323431973912.0
31229775243.0	e01610f1fb	119195910047.0
160564608297.0	97c67ea0ff	542411302348.0
607643338917.0	1709cdcee4	23284186684.0
334924279204.0	c44d6f5f10	627051392308.0
449826504785.0	f1bcdee0ea	39434288345.0
198895135469.0	7d6ce69435	354794546646.0
549910448081.0	5f5c829125	261199898363.0
1054915197561.0	7f1b7f0e85	721461613439.0
964584158913.0	4960fdbf89	839881299898.0
510858042650.0	a1b40ac187	420684779863.0
615153142598.0	0e041f53fe	382379804548.0
142948881213.0	6bf64a4d2a	644047460772.0
723423572070.0	7e59d97562	555028218700.0
732426479730.0	ea9e563531	662921325018.0
297197648061.0	0f26d3f226	129344152285.0
727318363708.0	48599e34cb	839167089349.0
346364345304.0	f53b81bfc6	168382810761.0
396071038128.0	6a270f25b2	1015950006173.0
504160212155.0	4f74eb53bc	546204867515.0
522253236891.0	44ca9be3c8	978184505485.0
125318404609.0	bc4bb3c758	37674733971.0
532029702039.0	0cc965bd80	1095360218423.0
308025539811.0	de32f3adb4	1032940105301.0
458971536292.0	fe06f2c44e	1028577879540.0
22832713200.0	1bcaeaf099	270354710226.0
520129284432.0	13128cd777	1036369986139.0
34547859125.0	1d625ce961	1052560248464.0
1000759459357.0	bc9baad9e9	197723086695.0
943361398797.0	8100dc4a23	202152138021.0
194938730560.0	c69d917ab0	722567951038.0
781127662255.0	2bf0cd7f8f	8618357866.0
189866476798.0	9a82de2b35	813502796534.0
1066725803436.0	1ddc4f53f3	191800807111.0
1096936815346.0	7950f7c1df	108572200510.0
1064269714417.0	5d1a2e1d62	126613989525.0
1073040561817.0	d1aed69cae	235388341484.0
415590419912.0	9453df3f82	89731926424.0
155981660001.0	62b51221f3	512040352955.0
184396996089.0	3f3148ec53	746422031871.0
719807222536.0	9f3c5582eb	163410894091.0
383649472643.0	1402b0ccfc	182612653919.0
728794248470.0	a079e60491	272073280210.0
168342937535.0	0e54bdebe9	527391932139.0
930423968827.0	39be294b3b	476272916985.0
431984066719.0	8b970a1217	497159196769.0
176617445293.0	55e1157fb0	366498660910.0
351667670651.0	5a875d9aa9	345764096823.0
58177838142.0	97c5b2524e	842621738193.0
937949469052.0	bcceccec58	470084529828.0
